"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000154045.1_ASM15404v1","GCF_000182385.1_ASM18238v1"
"ybaN","","Inner membrane protein YbaN","2","2","1","522","534","","","","404","404","404","GCF_000154045.1_ASM15404v1_02947","GCF_000182385.1_ASM18238v1_02120"
"group_2826","","hypothetical protein","2","2","1","524","1232","","","","347","347","347","GCF_000154045.1_ASM15404v1_01686","GCF_000182385.1_ASM18238v1_00238"
"group_2827","","hypothetical protein","2","2","1","524","392","","","","971","971","971","GCF_000154045.1_ASM15404v1_01185","GCF_000182385.1_ASM18238v1_01050"
"group_2828","","hypothetical protein","2","2","1","516","59","","","","569","569","569","GCF_000154045.1_ASM15404v1_02288","GCF_000182385.1_ASM18238v1_01982"
"lpoA","","Penicillin-binding protein activator LpoA","2","2","1","510","16","","","","1811","1811","1811","GCF_000154045.1_ASM15404v1_03630","GCF_000182385.1_ASM18238v1_02632"
"chiP_2","","Chitoporin","2","2","1","522","254","","","","1121","1121","1121","GCF_000154045.1_ASM15404v1_05256","GCF_000182385.1_ASM18238v1_02742"
"prmB","","50S ribosomal protein L3 glutamine methyltransferase","2","2","1","522","512","","","","932","932","932","GCF_000154045.1_ASM15404v1_03804","GCF_000182385.1_ASM18238v1_02100"
"torZ","","Trimethylamine-N-oxide reductase 2","2","2","1","524","544","","","","2447","2447","2447","GCF_000154045.1_ASM15404v1_03035","GCF_000182385.1_ASM18238v1_00888"
"group_2833","","hypothetical protein","2","2","1","520","205","","","","479","479","479","GCF_000154045.1_ASM15404v1_00960","GCF_000182385.1_ASM18238v1_01237"
"ppx","","Exopolyphosphatase","2","2","1","518","240","","","","1505","1505","1505","GCF_000154045.1_ASM15404v1_02888","GCF_000182385.1_ASM18238v1_04677"
"group_2835","","hypothetical protein","2","2","1","522","578","","","","227","227","227","GCF_000154045.1_ASM15404v1_02267","GCF_000182385.1_ASM18238v1_02170"
"sbcB","","Exodeoxyribonuclease I","2","2","1","523","50","","","","1421","1421","1421","GCF_000154045.1_ASM15404v1_04943","GCF_000182385.1_ASM18238v1_02226"
"group_2837","","hypothetical protein","2","2","1","524","1375","","","","797","797","797","GCF_000154045.1_ASM15404v1_01850","GCF_000182385.1_ASM18238v1_01727"
"mcpA","","Methyl-accepting chemotaxis protein McpA","2","2","1","520","276","","","","1883","1883","1883","GCF_000154045.1_ASM15404v1_03682","GCF_000182385.1_ASM18238v1_01365"
"group_2839","","hypothetical protein","2","2","1","522","91","","","","455","455","455","GCF_000154045.1_ASM15404v1_03491","GCF_000182385.1_ASM18238v1_03789"
"dctB_2","","C4-dicarboxylate transport sensor protein DctB","2","2","1","512","13","","","","1232","1802","1517","GCF_000154045.1_ASM15404v1_02742","GCF_000182385.1_ASM18238v1_01477"
"group_2840","","hypothetical protein","2","2","1","518","273","","","","614","614","614","GCF_000154045.1_ASM15404v1_02855","GCF_000182385.1_ASM18238v1_04712"
"parA","","Plasmid partition protein A","2","2","1","524","674","","","","1292","1292","1292","GCF_000154045.1_ASM15404v1_00830","GCF_000182385.1_ASM18238v1_00768"
"fabG_6","","3-oxoacyl-[acyl-carrier-protein] reductase FabG","2","2","1","512","44","","","","725","725","725","GCF_000154045.1_ASM15404v1_02773","GCF_000182385.1_ASM18238v1_04523"
"bioH","","Pimeloyl-[acyl-carrier protein] methyl ester esterase","2","2","1","521","374","","","","785","785","785","GCF_000154045.1_ASM15404v1_03398","GCF_000182385.1_ASM18238v1_02977"
"group_2844","","hypothetical protein","2","2","1","523","32","","","","317","317","317","GCF_000154045.1_ASM15404v1_01888","GCF_000182385.1_ASM18238v1_02209"
"yqaA","","Inner membrane protein YqaA","2","2","1","524","157","","","","461","461","461","GCF_000154045.1_ASM15404v1_01947","GCF_000182385.1_ASM18238v1_01832"
"group_2846","","hypothetical protein","2","2","1","524","114","","","","293","293","293","GCF_000154045.1_ASM15404v1_03119","GCF_000182385.1_ASM18238v1_00052"
"talB","","Transaldolase B","2","2","1","524","1256","","","","950","950","950","GCF_000154045.1_ASM15404v1_01709","GCF_000182385.1_ASM18238v1_00213"
"ppa","","Inorganic pyrophosphatase","2","2","1","521","136","","","","530","530","530","GCF_000154045.1_ASM15404v1_04988","GCF_000182385.1_ASM18238v1_03154"
"group_2851","","hypothetical protein","2","2","1","524","1022","","","","533","533","533","GCF_000154045.1_ASM15404v1_01477","GCF_000182385.1_ASM18238v1_00436"
"malE","","Maltose/maltodextrin-binding periplasmic protein","2","2","1","524","1026","","","","1178","1178","1178","GCF_000154045.1_ASM15404v1_01481","GCF_000182385.1_ASM18238v1_00432"
"group_2853","","hypothetical protein","2","2","1","524","132","","","","533","533","533","GCF_000154045.1_ASM15404v1_03907","GCF_000182385.1_ASM18238v1_00034"
"nqrC","","Na(+)-translocating NADH-quinone reductase subunit C","2","2","1","522","366","","","","785","785","785","GCF_000154045.1_ASM15404v1_04207","GCF_000182385.1_ASM18238v1_04188"
"clpS","","ATP-dependent Clp protease adapter protein ClpS","2","2","1","519","223","","","","320","320","320","GCF_000154045.1_ASM15404v1_04332","GCF_000182385.1_ASM18238v1_03877"
"upp","","Uracil phosphoribosyltransferase","2","2","1","522","430","","","","626","626","626","GCF_000154045.1_ASM15404v1_03884","GCF_000182385.1_ASM18238v1_04252"
"group_2857","","hypothetical protein","2","2","1","522","566","","","","206","206","206","GCF_000154045.1_ASM15404v1_02272","GCF_000182385.1_ASM18238v1_02152"
"cshA","","DEAD-box ATP-dependent RNA helicase CshA","2","2","1","524","960","","","","1334","1334","1334","GCF_000154045.1_ASM15404v1_01415","GCF_000182385.1_ASM18238v1_00499"
"leuO_7","","HTH-type transcriptional regulator LeuO","2","2","1","523","327","","","","905","905","905","GCF_000154045.1_ASM15404v1_05206","GCF_000182385.1_ASM18238v1_03470"
"group_286","","hypothetical protein","2","2","1","512","20","","","","1112","2984","2048","GCF_000154045.1_ASM15404v1_02749","GCF_000182385.1_ASM18238v1_01470"
"dctD_5","","C4-dicarboxylate transport transcriptional regulatory protein DctD","2","2","1","519","115","","","","953","953","953","GCF_000154045.1_ASM15404v1_02998","GCF_000182385.1_ASM18238v1_03999"
"cheY","","Chemotaxis protein CheY","2","2","1","522","484","","","","380","380","380","GCF_000154045.1_ASM15404v1_03832","GCF_000182385.1_ASM18238v1_02072"
"group_2862","","hypothetical protein","2","2","1","524","162","","","","1280","1280","1280","GCF_000154045.1_ASM15404v1_01942","GCF_000182385.1_ASM18238v1_01837"
"group_2863","","hypothetical protein","2","2","1","523","153","","","","1364","1364","1364","GCF_000154045.1_ASM15404v1_02206","GCF_000182385.1_ASM18238v1_03298"
"dcuA","","Anaerobic C4-dicarboxylate transporter DcuA","2","2","1","516","35","","","","1307","1307","1307","GCF_000154045.1_ASM15404v1_03924","GCF_000182385.1_ASM18238v1_01781"
"purK","","N5-carboxyaminoimidazole ribonucleotide synthase","2","2","1","522","7","","","","1133","1133","1133","GCF_000154045.1_ASM15404v1_02411","GCF_000182385.1_ASM18238v1_04442"
"ccmF_2","","Cytochrome c-type biogenesis protein CcmF","2","2","1","522","497","","","","1976","1976","1976","GCF_000154045.1_ASM15404v1_03819","GCF_000182385.1_ASM18238v1_02085"
"group_2873","btuB_3","Vitamin B12 transporter BtuB","2","2","1","507","4","","","","1874","1874","1874","GCF_000154045.1_ASM15404v1_04954","GCF_000182385.1_ASM18238v1_01544"
"rraA","","Regulator of ribonuclease activity A","2","2","1","521","204","","","","512","512","512","GCF_000154045.1_ASM15404v1_04029","GCF_000182385.1_ASM18238v1_03085"
"group_2875","","hypothetical protein","2","2","1","524","903","","","","926","926","926","GCF_000154045.1_ASM15404v1_01358","GCF_000182385.1_ASM18238v1_00555"
"group_2878","","Long-chain-fatty-acid--CoA ligase FadD15","2","2","1","522","288","","","","1691","1691","1691","GCF_000154045.1_ASM15404v1_04280","GCF_000182385.1_ASM18238v1_04114"
"group_2879","","hypothetical protein","2","2","1","524","1162","","","","209","209","209","GCF_000154045.1_ASM15404v1_01617","GCF_000182385.1_ASM18238v1_00325"
"gapA","","Glyceraldehyde-3-phosphate dehydrogenase A","2","2","1","522","557","","","","611","995","803","GCF_000154045.1_ASM15404v1_02970","GCF_000182385.1_ASM18238v1_02143"
"dusB","","tRNA-dihydrouridine synthase B","2","2","1","516","17","","","","1022","1022","1022","GCF_000154045.1_ASM15404v1_03188","GCF_000182385.1_ASM18238v1_02773"
"mlaE","","Intermembrane phospholipid transport system permease protein MlaE","2","2","1","515","64","","","","791","791","791","GCF_000154045.1_ASM15404v1_04800","GCF_000182385.1_ASM18238v1_01603"
"lafT","","Chemotaxis protein LafT","2","2","1","524","877","","","","857","857","857","GCF_000154045.1_ASM15404v1_01331","GCF_000182385.1_ASM18238v1_00581"
"group_2885","","hypothetical protein","2","2","1","520","259","","","","1262","1262","1262","GCF_000154045.1_ASM15404v1_03787","GCF_000182385.1_ASM18238v1_01381"
"group_2886","","hypothetical protein","2","2","1","524","130","","","","1235","1235","1235","GCF_000154045.1_ASM15404v1_03909","GCF_000182385.1_ASM18238v1_00036"
"syrM1","","HTH-type transcriptional regulator SyrM 1","2","2","1","524","381","","","","962","962","962","GCF_000154045.1_ASM15404v1_01197","GCF_000182385.1_ASM18238v1_01061"
"nodD2_2","","Nodulation protein D 2","2","2","1","522","109","","","","992","992","992","GCF_000154045.1_ASM15404v1_03467","GCF_000182385.1_ASM18238v1_04508"
"group_2889","","hypothetical protein","2","2","1","522","438","","","","1070","1070","1070","GCF_000154045.1_ASM15404v1_03876","GCF_000182385.1_ASM18238v1_04260"
"group_2890","","hypothetical protein","2","2","1","524","677","","","","1679","1679","1679","GCF_000154045.1_ASM15404v1_00833","GCF_000182385.1_ASM18238v1_00765"
"hemG","","Protoporphyrinogen IX dehydrogenase [menaquinone]","2","2","1","522","103","","","","527","527","527","GCF_000154045.1_ASM15404v1_00738","GCF_000182385.1_ASM18238v1_04514"
"pepT_2","","Peptidase T","2","2","1","523","857","","","","1106","1106","1106","GCF_000154045.1_ASM15404v1_04898","GCF_000182385.1_ASM18238v1_02271"
"group_2893","","hypothetical protein","2","2","1","524","753","","","","518","518","518","GCF_000154045.1_ASM15404v1_02815","GCF_000182385.1_ASM18238v1_00695"
"group_2894","","hypothetical protein","2","2","1","524","1033","","","","953","953","953","GCF_000154045.1_ASM15404v1_01488","GCF_000182385.1_ASM18238v1_00425"
"group_2895","","Ferredoxin--NADP reductase","2","2","1","519","55","","","","1796","1796","1796","GCF_000154045.1_ASM15404v1_02043","GCF_000182385.1_ASM18238v1_04060"
"group_2896","","hypothetical protein","2","2","1","523","399","","","","470","470","470","GCF_000154045.1_ASM15404v1_05135","GCF_000182385.1_ASM18238v1_03541"
"group_2897","","hypothetical protein","2","2","1","523","33","","","","809","809","809","GCF_000154045.1_ASM15404v1_01887","GCF_000182385.1_ASM18238v1_02210"
"mukE","","Chromosome partition protein MukE","2","2","1","519","245","","","","725","725","725","GCF_000154045.1_ASM15404v1_04010","GCF_000182385.1_ASM18238v1_03900"
"group_2899","","hypothetical protein","2","2","1","523","490","","","","251","251","251","GCF_000154045.1_ASM15404v1_04669","GCF_000182385.1_ASM18238v1_03636"
"truA","","tRNA pseudouridine synthase A","2","2","1","522","525","","","","416","794","605","GCF_000154045.1_ASM15404v1_02938","GCF_000182385.1_ASM18238v1_02111"
"group_2900","","hypothetical protein","2","2","1","509","20","","","","2282","2282","2282","GCF_000154045.1_ASM15404v1_03320","GCF_000182385.1_ASM18238v1_04566"
"alx","","Putative membrane-bound redox modulator Alx","2","2","1","523","480","","","","1019","1019","1019","GCF_000154045.1_ASM15404v1_04659","GCF_000182385.1_ASM18238v1_03625"
"group_2902","rhlE_5","ATP-dependent RNA helicase RhlE","2","2","1","523","218","","","","1250","1250","1250","GCF_000154045.1_ASM15404v1_02142","GCF_000182385.1_ASM18238v1_03365"
"group_2903","","hypothetical protein","2","2","1","522","95","","","","1790","1790","1790","GCF_000154045.1_ASM15404v1_00748","GCF_000182385.1_ASM18238v1_03793"
"group_2904","","hypothetical protein","2","2","1","517","64","","","","986","986","986","GCF_000154045.1_ASM15404v1_03600","GCF_000182385.1_ASM18238v1_04359"
"rplQ","","50S ribosomal protein L17","2","2","1","521","163","","","","380","380","380","GCF_000154045.1_ASM15404v1_01991","GCF_000182385.1_ASM18238v1_03127"
"group_2906","","hypothetical protein","2","2","1","520","283","","","","230","230","230","GCF_000154045.1_ASM15404v1_03676","GCF_000182385.1_ASM18238v1_01358"
"ptrB_2","","Protease 2","2","2","1","524","507","","","","2165","2165","2165","GCF_000154045.1_ASM15404v1_03265","GCF_000182385.1_ASM18238v1_00933"
"ompA_4","","Outer membrane protein A","2","2","1","523","790","","","","515","515","515","GCF_000154045.1_ASM15404v1_04829","GCF_000182385.1_ASM18238v1_02376"
"acuI","","putative acrylyl-CoA reductase AcuI","2","2","1","522","108","","","","980","980","980","GCF_000154045.1_ASM15404v1_03468","GCF_000182385.1_ASM18238v1_04509"
"group_291","","hypothetical protein","2","2","1","524","566","","","","1217","1847","1532","GCF_000154045.1_ASM15404v1_03017","GCF_000182385.1_ASM18238v1_00872"
"ubiJ_1","","Ubiquinone biosynthesis accessory factor UbiJ","2","2","1","524","210","","","","527","527","527","GCF_000154045.1_ASM15404v1_04409","GCF_000182385.1_ASM18238v1_01927"
"group_2911","","hypothetical protein","2","2","1","521","350","","","","641","641","641","GCF_000154045.1_ASM15404v1_04131","GCF_000182385.1_ASM18238v1_02953"
"emrD","","Multidrug resistance protein D","2","2","1","524","506","","","","1205","1205","1205","GCF_000154045.1_ASM15404v1_03266","GCF_000182385.1_ASM18238v1_00934"
"group_2913","","hypothetical protein","2","2","1","521","315","","","","431","431","431","GCF_000154045.1_ASM15404v1_00408","GCF_000182385.1_ASM18238v1_02916"
"metN","","Methionine import ATP-binding protein MetN","2","2","1","509","14","","","","1034","1034","1034","GCF_000154045.1_ASM15404v1_03326","GCF_000182385.1_ASM18238v1_04560"
"group_2915","","hypothetical protein","2","2","1","522","459","","","","305","305","305","GCF_000154045.1_ASM15404v1_03857","GCF_000182385.1_ASM18238v1_02047"
"ygaZ","","Inner membrane protein YgaZ","2","2","1","523","167","","","","710","710","710","GCF_000154045.1_ASM15404v1_02192","GCF_000182385.1_ASM18238v1_03314"
"secB","","Protein-export protein SecB","2","2","1","517","123","","","","464","464","464","GCF_000154045.1_ASM15404v1_04080","GCF_000182385.1_ASM18238v1_04299"
"ampG","","Anhydromuropeptide permease","2","2","1","522","358","","","","1352","1352","1352","GCF_000154045.1_ASM15404v1_04215","GCF_000182385.1_ASM18238v1_04180"
"slyD","","FKBP-type peptidyl-prolyl cis-trans isomerase SlyD","2","2","1","517","67","","","","581","581","581","GCF_000154045.1_ASM15404v1_00859","GCF_000182385.1_ASM18238v1_04356"
"yciH","","putative protein YciH","2","2","1","523","516","","","","311","311","311","GCF_000154045.1_ASM15404v1_04694","GCF_000182385.1_ASM18238v1_03660"
"znuB_2","","High-affinity zinc uptake system membrane protein ZnuB","2","2","1","522","191","","","","785","785","785","GCF_000154045.1_ASM15404v1_04630","GCF_000182385.1_ASM18238v1_02659"
"group_2922","","hypothetical protein","2","2","1","517","13","","","","461","461","461","GCF_000154045.1_ASM15404v1_04504","GCF_000182385.1_ASM18238v1_01515"
"fabH2","","3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 2","2","2","1","524","1316","","","","1094","1094","1094","GCF_000154045.1_ASM15404v1_02573","GCF_000182385.1_ASM18238v1_01663"
"group_2924","accD_2","Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta","2","2","1","522","526","","","","926","926","926","GCF_000154045.1_ASM15404v1_02939","GCF_000182385.1_ASM18238v1_02112"
"group_2925","","hypothetical protein","2","2","1","519","124","","","","539","539","539","GCF_000154045.1_ASM15404v1_02989","GCF_000182385.1_ASM18238v1_03990"
"yjmB","","putative symporter YjmB","2","2","1","522","317","","","","1388","1388","1388","GCF_000154045.1_ASM15404v1_04251","GCF_000182385.1_ASM18238v1_04143"
"tsaE_2","","tRNA threonylcarbamoyladenosine biosynthesis protein TsaE","2","2","1","517","131","","","","464","464","464","GCF_000154045.1_ASM15404v1_04062","GCF_000182385.1_ASM18238v1_04322"
"lptE","","LPS-assembly lipoprotein LptE","2","2","1","505","8","","","","542","542","542","GCF_000154045.1_ASM15404v1_05047","GCF_000182385.1_ASM18238v1_02597"
"purA_2","","Adenylosuccinate synthetase","2","2","1","517","140","","","","1316","1316","1316","GCF_000154045.1_ASM15404v1_02701","GCF_000182385.1_ASM18238v1_04331"
"gntR_1","","HTH-type transcriptional regulator GntR","2","2","1","524","447","","","","1028","1028","1028","GCF_000154045.1_ASM15404v1_01131","GCF_000182385.1_ASM18238v1_00996"
"group_2931","","hypothetical protein","2","2","1","522","270","","","","707","707","707","GCF_000154045.1_ASM15404v1_02083","GCF_000182385.1_ASM18238v1_02726"
"lplT","","Lysophospholipid transporter LplT","2","2","1","517","83","","","","1874","1874","1874","GCF_000154045.1_ASM15404v1_04112","GCF_000182385.1_ASM18238v1_02602"
"pykA_1","","Pyruvate kinase II","2","2","1","508","10","","","","1442","1442","1442","GCF_000154045.1_ASM15404v1_05271","GCF_000182385.1_ASM18238v1_01751"
